"","chr","pos","lod"
"1-0","1",0,0.171244864517575
"1-1","1",5,0.140599417256453
"1-2","1",10,0.153925410279953
"1-3","1",15,0.153492771320998
"1-4","1",20,0.0958965329518833
"1-5","1",25,0.094606866167851
"1-6","1",30,0.0986073971307633
"1-7","1",35,0.0771054249316876
"1-8","1",40,0.0915579440361398
"1-9","1",45,0.075141501149119
"1-10","1",50,0.074142549014141
"1-11","1",55,0.0598924943251404
"1-12","1",60,0.0696469660833827
"1-13","1",65,0.104181607632199
"1-14","1",70,0.122243650628661
"1-15","1",75,0.0854519432214147
"1-16","1",80,0.0262675127059993
"1-17","1",85,0.095959347333519
"1-18","1",90,0.172017179398608
"1-19","1",95,0.289858483094577
"1-20","1",100,0.34477343220442
"1-21","1",105,0.32313734602576
"1-22","1",110,0.408423583955482
"1-23","1",115,0.505370159553422
"1-24","1",120,0.64036257466887
"1-28","1",140,0.893079123607095
"1-29","1",145,0.930580834179636
"1-30","1",150,1.11367864911699
"1-31","1",155,1.41026674546265
"1-32","1",160,1.67879598097079
"1-33","1",165,1.7880570075049
"1-34","1",170,1.76183605401729
"1-35","1",175,1.69446618604798
"1-36","1",180,1.82127985958687
"1-37","1",185,2.11910781435199
"1-38","1",190,2.40624842863326
"1-39","1",195,2.5341839933144
"1-40","1",200,2.50229021851374
"1-41","1",205,2.45433702665923
"1-42","1",210,2.46043864965031
"1-43","1",215,2.81542891391655
"1-44","1",220,3.02602551882319
"1-45","1",225,3.15864669211351
"1-46","1",230,4.40169328185493
"1-47","1",235,5.45516826399125
"1-48","1",240,6.50001656723089
"1-49","1",245,6.68213526587988
"1-50","1",250,7.43491555745368
"1-51","1",255,7.05716238415243
"1-52","1",260,6.51174285415163
"1-53","1",265,6.17581736187003
"1-54","1",270,6.10940783360547
"1-55","1",275,6.40881817183526
"1-56","1",280,6.6117452146882
"1-57","1",285,5.71594018089309
"1-58","1",290,4.00028368120184
"1-59","1",295,2.52044963778644
"1-60","1",300,1.92548483262544
"1-61","1",305,1.44058866222167
"1-62","1",310,1.0660638904701
"1-63","1",315,0.846369518694701
"1-64","1",320,0.670059692352879
"1-65","1",325,0.526902959975814
"1-66","1",330,0.338554077482513
"1-67","1",335,0.332830879628091
"1-68","1",340,0.366584284382043
"1-69","1",345,0.431136229559343
"1-70","1",350,0.880452019577206
"1-71","1",355,1.24501647467878
"1-72","1",360,1.53337788363388
"1-73","1",365,2.05922874753378
"1-74","1",370,2.18675352716309
"1-75","1",375,2.12523087971294
"1-76","1",380,1.9541278473107
"1-77","1",385,2.13098536263897
"1-78","1",390,2.32274908536056
"1-79","1",395,2.28200887412822
"1-80","1",400,1.43285183252738
"1-81","1",405,1.05763692734126
"1-82","1",410,0.802570198021385
"1-83","1",415,0.563915168062522
"1-84","1",420,0.245389339434951
"1-85","1",425,0.163417833130552
"1-86","1",430,0.148410959661305
"1-87","1",435,0.447211734444863
"1-88","1",440,0.509862820256785
"1-89","1",445,0.665156297242902
"1-90","1",450,1.2054262677766
"1-91","1",455,1.9878721757168
"1-92","1",460,2.96015115027058
"1-93","1",465,3.19806516091467
"1-94","1",470,2.83822565373157
"1-95","1",475,2.47843476306753
"1-96","1",480,2.12191400086158
"1-97","1",485,1.74297589161324
